"column1","url","title","organisation","rating","Rating Count","enrollments","Mode","Level","duration","Language","subtitles","price","Course Package","Course Projects"
2788,https://www.coursera.org/learn/implementing-an-sap-solution,Implementing an SAP Solution,SAP,"4.9","11 ","2,380","100% online",Beginner Level,Approx. 14 hours to complete,English, English,6451,-,-
2789,https://www.coursera.org/learn/implementingriskmanagementframework,Implementing a Risk Management Framework,University System of Georgia,NA,NA,"107,361","100% online",Intermediate Level,Approx. 18 hours to complete,English, English,6451,Course 4 of 4,-
2790,https://www.coursera.org/learn/implicaciones-estratgicas-de-la-marca,Implicaciones estratégicas de la marca,Tecnológico de Monterrey,NA,NA,"108,175","100% online",Beginner Level,Approx. 20 hours to complete,Spanish, Spanish,4001,Course 2 of 4,-
2791,https://www.coursera.org/learn/importance-of-listening,The Importance of Listening,Northwestern University,"4.7","1,606 ","51,367","100% online",NA,Approx. 8 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish, Japanese",4001,Course 2 of 6,-
2793,https://www.coursera.org/learn/improving-statistical-questions,Improving Your Statistical Questions,Eindhoven University of Technology,"4.9","104 ","8,240","100% online",Intermediate Level,Approx. 17 hours to complete,English, English,2368,-,-
2794,https://www.coursera.org/learn/improvisacao-no-jazz,Improvisação no Jazz,Berklee,"4.7","15 ","88,407","100% online",Intermediate Level,Approx. 11 hours to complete,Portuguese (Brazilian)," French, Chinese (Simplified), Portuguese (Brazilian), German, Russian, English, Spanish",2368,-,-
2795,https://www.coursera.org/learn/improvisacion-de-jazz,Improvisación de jazz,Berklee,"4.9","253 ","19,352","100% online",Intermediate Level,Approx. 15 hours to complete,Spanish," French, Chinese (Simplified), Portuguese (Brazilian), German, Russian, English, Spanish",2368,-,-
2796,https://www.coursera.org/learn/in-search-for-the-origins-of-korean-philosophy,In Search for the Origins of Korean Philosophy,Sungkyunkwan University,NA,NA,"13,636","100% online",Intermediate Level,Approx. 15 hours to complete,English, English,2368,-,-
2797,https://www.coursera.org/learn/in-the-trenches-security-operations-center,In the Trenches: Security Operations Center,EC-Council,"4.7","27 ","21,471","100% online",Beginner Level,Approx. 11 hours to complete,English, English,2368,-,-
2798,https://www.coursera.org/learn/inbound-business-strategy,Sales Training: Inbound Business Strategy,HubSpot Academy,"4.9","89 ","6,786","100% online",Beginner Level,Approx. 12 hours to complete,English," French, Portuguese (European), Vietnamese, Russian, English, Spanish",4001,-,-
2799,https://www.coursera.org/learn/inbound-sales,Inbound Sales,HubSpot Academy,NA,NA,"1,215","100% online",Beginner Level,Approx. 20 hours to complete,English, English,4001,Course 2 of 5,-
2800,https://www.coursera.org/learn/incident-response,Cyber Incident Response,Infosec,"4.7","104 ","6,019","100% online",Beginner Level,Approx. 1 hour to complete,English," English, Javanese",3184,-,-
2801,https://www.coursera.org/learn/incident-response-bc-and-dr-concepts,"Incident Response, BC, and DR Concepts",(ISC)²,"4.6","25 ","2,551","100% online",Beginner Level,Approx. 2 hours to complete,English, English,4001,-,-
2802,https://www.coursera.org/learn/incident-response-recovery-risks-sscp,"Identifying, Monitoring, and Analyzing Risk and Incident Response and Recovery",(ISC)²,"4.8","188 ","5,454","100% online",Beginner Level,Approx. 23 hours to complete,English, English,16333,-,-
2803,https://www.coursera.org/learn/inclusion-diversity-equity-and-access-essentials,"Inclusion, Diversity, Equity, & Access Essentials",University of North Texas,"4.8","81 ","3,194","100% online",Beginner Level,Approx. 8 hours to complete,English, English,2368,-,-
2804,https://www.coursera.org/learn/inclusion-social-personas-discapacidad,Inclusión social de personas con discapacidad desde un enfoque de derechos.,Universidad de Chile,"4.7","249 ","24,106","100% online",Beginner Level,Approx. 13 hours to complete,Spanish, Spanish,2368,-,-
2805,https://www.coursera.org/learn/inclusive-design,Basics of Inclusive Design for Online Education,University of Colorado Boulder,"4.6","77 ","13,283","100% online",Beginner Level,Approx. 7 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2381,-,-
2806,https://www.coursera.org/learn/inclusive-online-teaching,Inclusive Online Teaching Teach-Out,Johns Hopkins University,"4.5","35 ","6,605","100% online",NA,Approx. 5 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",0,-,-
2807,https://www.coursera.org/learn/inclusiveleadership,Inclusive Leadership: The Power of Workplace Diversity,University of Colorado System,"4.9","1,704 ","54,836","100% online",Beginner Level,Approx. 21 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2368,-,-
2808,https://www.coursera.org/learn/income-statement,Understanding Financial Statements: Company Performance,University of Illinois at Urbana-Champaign,"4.7","723 ","36,118","100% online",Beginner Level,Approx. 12 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",6451,-,-
2809,https://www.coursera.org/learn/increase-reach,Content Strategy for Professionals: Expanding Your Content’s Reach,Northwestern University,"4.5","196 ","11,612","100% online",NA,Approx. 5 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",4023,Course 3 of 5,-
2810,https://www.coursera.org/learn/india-us-relations-geopolitics-culture-and-business-mooc,"India-US Relations: Geopolitics, Culture, and Business",O.P. Jindal Global University,NA,NA,"290","100% online",Beginner Level,Approx. 33 hours to complete,English, English,4001,Course 3 of 3,-
2811,https://www.coursera.org/learn/indigenous-canada,Indigenous Canada,University of Alberta,"4.8","21,147 ","545,754","100% online",NA,Approx. 21 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
2812,https://www.coursera.org/learn/indigenous-religions-ecology,Indigenous Religions & Ecology,Yale University,"4.7","15 ","36,888","100% online",Beginner Level,Approx. 24 hours to complete,English, English,2368,-,-
2813,https://www.coursera.org/learn/inductive-reasoning,Think Again III: How to Reason Inductively,Duke University,"4.7","289 ","36,908","100% online",Beginner Level,Approx. 24 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, English, Spanish",4001,-,-
2814,https://www.coursera.org/learn/industrial-bioprocess-development,Introduction to Industrial Bioprocess Development,Technical University of Denmark (DTU),"5.0","32 ","1,889","100% online",Beginner Level,Approx. 15 hours to complete,English, English,2368,-,-
2815,https://www.coursera.org/learn/industrial-biotech,Industrial Biotechnology,University of Manchester,"4.7","2,944 ","91,965","100% online",Beginner Level,Approx. 11 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
2816,https://www.coursera.org/learn/industrial-internet-of-things,Industrial Internet of Things (IIoT),University of Michigan,"4.5","77 ","6,224","100% online",Beginner Level,Approx. 10 hours to complete,English, English,3184,-,-
2817,https://www.coursera.org/learn/industrial-iot-fundamentals-on-aws,Industrial IoT Fundamentals on AWS,Amazon Web Services,"4.6","72 ","4,971","100% online",Beginner Level,Approx. 6 hours to complete,English, English,2368,-,-
2818,https://www.coursera.org/learn/industrial-iot-markets-security,Industrial IoT Markets and Security,University of Colorado Boulder,"4.7","443 ","24,497","100% online",Intermediate Level,Approx. 21 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",6451,-,-
2819,https://www.coursera.org/learn/industrial-iot-project-planning-machine-learning,Project Planning and Machine Learning,University of Colorado Boulder,"4.6","98 ","6,834","100% online",Intermediate Level,Approx. 17 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",6451,-,-
2952,https://www.coursera.org/learn/international-business-operations,International Business Operations,University of Colorado Boulder,"4.8","84 ","4,843","100% online",Beginner Level,Approx. 12 hours to complete,English, English,4001,-,-
2820,https://www.coursera.org/learn/industry,Digitalisation in the Aerospace Industry,Technische Universität München (TUM),"4.7","205 ","7,704","100% online",Intermediate Level,Approx. 14 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",6451,-,-
2821,https://www.coursera.org/learn/inequality-and-democracy,Inequality and Democracy,Utrecht University,"4.8","28 ","12,942","100% online",Beginner Level,Approx. 20 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
2822,https://www.coursera.org/learn/infarction,Myocardial Infarction,University of Zurich,"4.8","366 ","27,843","100% online",Beginner Level,Approx. 25 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2368,-,-
2823,https://www.coursera.org/learn/infection-prevention,Infection Prevention in Nursing Homes,The University of North Carolina at Chapel Hill,"4.8","1,017 ","23,949","100% online",NA,Approx. 5 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2368,-,-
2824,https://www.coursera.org/learn/infectious-disease-transmission-models-for-decision-makers,Infectious Disease Transmission Models for Decision-Makers,Johns Hopkins University,"4.7","412 ","19,890","100% online",Beginner Level,Approx. 3 hours to complete,English, English,2368,-,-
2825,https://www.coursera.org/learn/inferential-statistical-analysis-python,Inferential Statistical Analysis with Python,University of Michigan,"4.6","853 ","39,589","100% online",Intermediate Level,Approx. 18 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, Turkish, English, Spanish",4001,-,-
2826,https://www.coursera.org/learn/inferential-statistics,Inferential Statistics,University of Amsterdam,"4.4","571 ","62,223","100% online",NA,Approx. 22 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",3184,Course 4 of 5,-
2827,https://www.coursera.org/learn/inferential-statistics-intro,Inferential Statistics,Duke University,"4.8","2,560 ","109,361","100% online",Beginner Level,Approx. 16 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",4001,-,-
2828,https://www.coursera.org/learn/inferential-statistics-intro-de,Inferenzstatistik,Duke University,NA,NA,"365,250","100% online",Beginner Level,Approx. 17 hours to complete,German," Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",2368,-,-
2829,https://www.coursera.org/learn/infiniment-petit,Vers l'infiniment petit,École Polytechnique,NA,NA,"4,744","100% online",Beginner Level,Approx. 2 hours to complete,French, French,3184,-,Coursera Labs
2830,https://www.coursera.org/learn/influencer-marketing-strategy,Influencer Marketing Strategy,Rutgers the State University of New Jersey,"4.4","168 ","44,282","100% online",Intermediate Level,Approx. 23 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
2831,https://www.coursera.org/learn/influencing-people,Influencing People,University of Michigan,"4.8","3,797 ","194,441","100% online",NA,Approx. 10 hours to complete,English," Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, Korean, German, Russian, English, Spanish",4001,Course 3 of 5,-
2832,https://www.coursera.org/learn/influencing-people-es,Influir en las personas,University of Michigan,NA,NA,"1,726","100% online",NA,Approx. 11 hours to complete,Spanish," Spanish, Korean, Vietnamese, English",6124,-,-
2833,https://www.coursera.org/learn/influencing-people-pt,Como influenciar pessoas,University of Michigan,"4.9","26 ","7,300","100% online",NA,Approx. 11 hours to complete,Portuguese (Brazilian)," Portuguese (Brazilian), Korean, Vietnamese, English",6158,-,-
2834,https://www.coursera.org/learn/influencing-the-organisation-leading-within-and-beyond-the-organisation,Influencing the Organisation,Queen Mary University of London,NA,NA,"4,321","100% online",Advanced Level,Approx. 22 hours to complete,English, English,4001,Course 4 of 4,-
2835,https://www.coursera.org/learn/infodesign,Information Design,University of California San Diego,"4.5","567 ","30,173","100% online",NA,Approx. 13 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, English, Spanish",3184,Course 6 of 8,-
2836,https://www.coursera.org/learn/infographic-design,Design and Make Infographics (Project-Centered Course),Michigan State University,"4.7","931 ","155,185","100% online",NA,Approx. 9 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
2837,https://www.coursera.org/learn/infonomics-1,Infonomics I: Business Information Economics and Data Monetization,University of Illinois at Urbana-Champaign,"4.6","91 ","9,858","100% online",Beginner Level,Approx. 13 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",0,-,-
