"column1","url","title","organisation","rating","Rating Count","enrollments","Mode","Level","duration","Language","subtitles","price","Course Package","Course Projects"
2672,https://www.coursera.org/learn/hosting-applications-lightsail-aws,Hosting Simple Web Applications using Amazon Lightsail,Amazon Web Services,NA,NA,"1,067","100% online",Beginner Level,Approx. 7 hours to complete,English, English,2368,-,Coursera Labs
2673,https://www.coursera.org/learn/hot-topics-criminal-justice,Hot Topics in Criminal Justice,Vanderbilt University,"4.6","152 ","19,114","100% online",Beginner Level,Approx. 18 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
2674,https://www.coursera.org/learn/hotel-distribution,The fundamentals of hotel distribution,ESSEC Business School,"4.7","1,270 ","36,803","100% online",NA,Approx. 15 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,Course 1 of 4,-
2675,https://www.coursera.org/learn/hotel-management-project,Hôtel “De l'étoile” - a hotel in crisis?,ESSEC Business School,"4.6","91 ","3,189","100% online",NA,Approx. 5 hours to complete,English, English,0,Course 4 of 4,-
2676,https://www.coursera.org/learn/household-surveys-for-program-evaluation,Household Surveys for Program Evaluation in LMICs,Johns Hopkins University,NA,NA,"568","100% online",Intermediate Level,Approx. 170 hours to complete,English, English,2368,-,Coursera Labs
2677,https://www.coursera.org/learn/housing-justice-a-view-from-indian-cities,Housing Justice: A View from Indian Cities,Indian Institute for Human Settlements,NA,NA,"1,455","100% online",Beginner Level,Approx. 17 hours to complete,English, English,2368,-,Coursera Labs
2678,https://www.coursera.org/learn/how-computers-work,How Computers Work,University of London,"4.6","503 ","32,230","100% online",Beginner Level,Approx. 10 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",3184,-,-
2679,https://www.coursera.org/learn/how-do-we-manage-climate-change,How Do We Manage Climate Change?,University of Colorado Boulder,"4.8","43 ","2,771","100% online",Beginner Level,Approx. 6 hours to complete,English, English,4001,-,-
2680,https://www.coursera.org/learn/how-software-ate-finance,How Software Ate Finance,Stanford University,"4.7","108 ","9,421","100% online",NA,Approx. 16 hours to complete,English, English,2368,-,Coursera Labs
2681,https://www.coursera.org/learn/how-technology-will-shape-marketing,How Technology Will Shape Marketing with Jagdish Sheth,University System of Georgia,NA,NA,"770","100% online",Beginner Level,Approx. 6 hours to complete,English, English,6451,-,Coursera Labs
2682,https://www.coursera.org/learn/how-things-work,How Things Work: An Introduction to Physics,University of Virginia,"4.8","2,751 ","247,951","100% online",Intermediate Level,Approx. 14 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Greek, Italian, Vietnamese, Korean, German, Urdu, Russian, English, Hebrew, Spanish, Hindi, Japanese",2368,-,-
2683,https://www.coursera.org/learn/how-to-create-a-good-business,How to Create a Good Business,University of Michigan,NA,NA,"984","100% online",Beginner Level,Approx. 22 hours to complete,English, English,2368,-,Coursera Labs
2684,https://www.coursera.org/learn/how-to-create-a-website,How To Create a Website in a Weekend! (Project-Centered Course),The State University of New York,"3.3","571 ","191,503","100% online",NA,Approx. 13 hours to complete,English," Arabic, French, Portuguese (European), Greek, Italian, Vietnamese, German, Russian, English, Spanish",2368,-,Coursera Labs
2685,https://www.coursera.org/learn/how-to-create-an-online-course,How to Create an Online Course,The University of Edinburgh,"4.7","23 ","2,928","100% online",Intermediate Level,Approx. 7 hours to complete,English, English,2368,-,-
2686,https://www.coursera.org/learn/how-to-create-video-for-online-courses,How to Create Video for Online Courses,The University of Edinburgh,"4.7","23 ","3,850","100% online",Beginner Level,Approx. 6 hours to complete,English, English,2368,-,-
2687,https://www.coursera.org/learn/how-to-network,How to Network: Leading Yourself to Lead Others,University of Michigan,NA,NA,"1,742","100% online",NA,Approx. 25 hours to complete,English, English,2368,-,Coursera Labs
2688,https://www.coursera.org/learn/how-to-teach-us,How To Teach Us,High Tech High Graduate School of Education,"4.3","45 ","12,041","100% online",NA,Approx. 6 hours to complete,English," Arabic, French, Portuguese (European), German, Urdu, Russian, English, Spanish",0,-,Coursera Labs
2689,https://www.coursera.org/learn/how-to-write-a-resume,How to Write a Resume (Project-Centered Course),The State University of New York,"4.6","3,714 ","210,721","100% online",NA,Approx. 5 hours to complete,English," Arabic, French, Portuguese (European), Greek, Italian, Vietnamese, Dutch, German, Russian, English, Spanish, Hungarian",2368,-,-
2690,https://www.coursera.org/learn/how-to-write-a-scientific-paper,How to Write and Publish a Scientific Paper (Project-Centered Course),École Polytechnique,"4.6","2,419 ","154,889","100% online",NA,Approx. 13 hours to complete,English," Arabic, French, Portuguese (European), Italian, Portuguese (Brazilian), Vietnamese, German, Russian, English, Spanish",2368,-,-
2691,https://www.coursera.org/learn/hpv-oral-throat-cancer,HPV-Associated Oral and Throat Cancer: What You Need to Know,Icahn School of Medicine at Mount Sinai,"4.8","459 ","13,242","100% online",NA,Approx. 3 hours to complete,English," Arabic, French, Portuguese (European), Russian, English, Spanish",2368,-,Coursera Labs
2692,https://www.coursera.org/learn/hsk-1,Chinese for HSK 1,Peking University,"4.9","2,263 ","85,996","100% online",Beginner Level,Approx. 37 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, German, Russian, Thai, English, Spanish",4023,-,-
2693,https://www.coursera.org/learn/hsk-2,Chinese for HSK 2,Peking University,"4.6","811 ","27,016","100% online",Beginner Level,Approx. 21 hours to complete,English," English, Chinese (Simplified)",4023,-,-
2694,https://www.coursera.org/learn/hsk-3,Chinese for HSK 3 PART I,Peking University,"4.8","560 ","27,330","100% online",Intermediate Level,Approx. 60 hours to complete,English," English, Chinese (Simplified)",4023,-,-
2695,https://www.coursera.org/learn/hsk-3-part2,Chinese for HSK 3 PART II,Peking University,"4.8","242 ","13,664","100% online",Intermediate Level,Approx. 27 hours to complete,English," English, Chinese (Simplified)",4023,-,-
2696,https://www.coursera.org/learn/hsk-4,Chinese for HSK 4,Peking University,"4.8","934 ","52,002","100% online",Intermediate Level,Approx. 55 hours to complete,Chinese (Simplified), Chinese (Simplified),2381,-,-
2697,https://www.coursera.org/learn/html,Introduction to HTML5,University of Michigan,"4.7","26,824 ","520,122","100% online",NA,Approx. 13 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,Course 1 of 5,-
2698,https://www.coursera.org/learn/html-and-css-in-depth,HTML and CSS in depth,Meta,"4.7","764 ","47,933","100% online",Beginner Level,Approx. 28 hours to complete,English, English,1600,-,-
2699,https://www.coursera.org/learn/html-and-css-in-depth-ar,HTML وCSS بالتفصيل,Meta,NA,NA,"374,816","100% online",Beginner Level,Approx. 28 hours to complete,Arabic, Arabic,3184,-,Coursera Labs
2700,https://www.coursera.org/learn/html-and-css-in-depth-es,HTML y CSS en detalle,Meta,NA,NA,"374,816","100% online",Beginner Level,Approx. 28 hours to complete,Spanish, Spanish,3184,-,Coursera Labs
2701,https://www.coursera.org/learn/html-css-javascript-for-web-developers,"HTML, CSS, and Javascript for Web Developers",Johns Hopkins University,"4.7","15,408 ","964,767","100% online",NA,Approx. 40 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",4818,-,Coursera Labs
2702,https://www.coursera.org/learn/html-es,Introducción al HTML5,University of Michigan,"4.4","15 ","5,175","100% online",NA,Approx. 12 hours to complete,Spanish," Spanish, English",2368,-,-
2703,https://www.coursera.org/learn/html-front-end-developer-web-services,HTML - Front-End Developer,LearnQuest,NA,NA,"1,257","100% online",Beginner Level,Approx. 6 hours to complete,English, English,3184,-,Coursera Labs
2704,https://www.coursera.org/learn/human-body-communication-systems,The Human Body's Communication Systems,MedCerts,NA,NA,"273","100% online",Beginner Level,Approx. 9 hours to complete,English, English,4001,Course 3 of 5,-
2705,https://www.coursera.org/learn/human-brain,The Brain and Space,Duke University,"4.7","618 ","61,125","100% online",Beginner Level,Approx. 9 hours to complete,English," Arabic, French, Portuguese (European), Italian, Catalan, Vietnamese, German, Russian, English, Spanish, Romanian",2368,-,-
2706,https://www.coursera.org/learn/human-computer-interaction,Human-Centered Design: an Introduction,University of California San Diego,"4.7","2,704 ","133,150","100% online",NA,Approx. 14 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Portuguese (Brazilian), Vietnamese, Korean, German, Russian, English, Spanish",3184,Course 1 of 8,-
2707,https://www.coursera.org/learn/human-factors-in-artificial-intelligence,Human Factors in AI,Duke University,"4.8","29 ","4,104","100% online",Beginner Level,Approx. 17 hours to complete,English, English,3184,-,-
2708,https://www.coursera.org/learn/human-health-risks-health-equity-and-environmental-justice,"Human Health Risks, Health Equity, and Environmental Justice",University of Michigan,NA,NA,"8,338","100% online",NA,Approx. 17 hours to complete,English, English,3184,Course 4 of 4,-
2709,https://www.coursera.org/learn/human-language,Miracles of Human Language: An Introduction to Linguistics,Universiteit Leiden,"4.7","2,285 ","187,148","100% online",Beginner Level,Approx. 23 hours to complete,English," Arabic, French, Portuguese (European), Greek, Italian, Vietnamese, Bulgarian, German, Russian, Turkish, English, Spanish, Romanian",2368,-,-
2710,https://www.coursera.org/learn/human-needs,The Arts and Science of Relationships: Understanding Human Needs,University of Toronto,"4.5","1,512 ","192,228","100% online",Beginner Level,Approx. 31 hours to complete,English," Chinese (Traditional), Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
2711,https://www.coursera.org/learn/human-resources-analytics,Human Resources Analytics,"University of California, Irvine","4.6","1,186 ","66,077","100% online",NA,Approx. 5 hours to complete,English, English,2368,-,-
2712,https://www.coursera.org/learn/human-resources-management-capstone,Human Resources Management Capstone: HR for People Managers,University of Minnesota,"4.8","631 ","27,079","100% online",NA,Approx. 14 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",0,Course 5 of 5,-
2713,https://www.coursera.org/learn/human-spaceflight, A Brief History of Human Spaceflight,University of Houston,"4.4","411 ","16,577","100% online",NA,Approx. 20 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2381,-,Coursera Labs
2714,https://www.coursera.org/learn/humanidades-digitales,Humanidades digitales,Universitat Autònoma de Barcelona,"4.6","806 ","19,833","100% online",Beginner Level,Approx. 3 hours to complete,Spanish, Spanish,2368,-,-
2715,https://www.coursera.org/learn/humanitarian-public-health,Public Health in Humanitarian Crises 1,Johns Hopkins University,"4.8","519 ","17,576","100% online",Beginner Level,Approx. 16 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",3184,-,-
2716,https://www.coursera.org/learn/humanitarian-public-health-2,Public Health in Humanitarian Crises 2,Johns Hopkins University,"4.8","88 ","6,707","100% online",Beginner Level,Approx. 12 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2368,-,-
2717,https://www.coursera.org/learn/humanrights,Human Rights for Open Societies,Utrecht University,"4.8","486 ","42,965","100% online",Beginner Level,Approx. 14 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, Turkish, English, Spanish",2368,-,-
2718,https://www.coursera.org/learn/hybrid-cloud-infrastructure-foundations-anthos-fr,Hybrid Cloud Infrastructure Foundations with Anthos en Français,Google Cloud,NA,NA,"1,992,860","100% online",Intermediate Level,Approx. 4 hours to complete,French," French, English",3184,Course 1 of 3,-
2719,https://www.coursera.org/learn/hybrid-cloud-modernizing-applications-with-anthos,Hybrid Cloud Modernizing Applications with Anthos,Google Cloud,NA,NA,"1,992,860","100% online",Intermediate Level,Approx. 5 hours to complete,English, English,6451,Course 4 of 4,-
2720,https://www.coursera.org/learn/hybrid-cloud-multi-cluster-anthos-fr,Hybrid Cloud Multi-Cluster with Anthos en Français,Google Cloud,NA,NA,"1,992,860","100% online",Advanced Level,Approx. 9 hours to complete,French," French, English",3184,Course 3 of 3,-
2721,https://www.coursera.org/learn/hybrid-cloud-service-mesh-anthos-fr,Hybrid Cloud Service Mesh with Anthos en Français,Google Cloud,NA,NA,"1,992,860","100% online",Intermediate Level,Approx. 8 hours to complete,French," French, English",3184,Course 2 of 3,-
2722,https://www.coursera.org/learn/hydro-wind-solar-power-resources-variability-forecast,"Hydro, Wind & Solar power: Resources, Variability & Forecast",École Polytechnique,"4.6","70 ","5,876","100% online",Intermediate Level,Approx. 15 hours to complete,English, English,2368,-,-
2723,https://www.coursera.org/learn/hypertension-program,Fundamentals for Implementing a Hypertension Program,Johns Hopkins University,"4.9","24 ","1,065","100% online",Beginner Level,Approx. 3 hours to complete,English, English,2368,-,-
2724,https://www.coursera.org/learn/hypotheses-testing-in-econometric,Hypotheses Testing in Econometrics,Queen Mary University of London,NA,NA,"4,951","100% online",Intermediate Level,Approx. 27 hours to complete,English, English,4001,Course 2 of 4,-
2725,https://www.coursera.org/learn/hypothesis-testing-confidence-intervals,Business Applications of Hypothesis Testing and Confidence Interval Estimation,Rice University,"4.8","1,264 ","31,260","100% online",NA,Approx. 24 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4023,Course 3 of 5,-
2726,https://www.coursera.org/learn/hypothesis-testing-public-health,Hypothesis Testing in Public Health,Johns Hopkins University,"4.8","575 ","14,851","100% online",Beginner Level,Approx. 19 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
2727,https://www.coursera.org/learn/hypothesis-testing-python-excel,Hypothesis Testing with Python and Excel,Tufts University,"4.1","21 ","2,857","100% online",Intermediate Level,Approx. 5 hours to complete,English, English,2368,-,-
2728,https://www.coursera.org/learn/ibm-ai-ladder-framework,The AI Ladder: A Framework for Deploying AI in your Enterprise,IBM,"4.7","275 ","5,735","100% online",Beginner Level,Approx. 2 hours to complete,English, English,3184,-,-
2729,https://www.coursera.org/learn/ibm-ai-workflow-ai-production, AI Workflow: AI in Production,IBM,"4.5","41 ","3,068","100% online",Advanced Level,Approx. 17 hours to complete,English, English,6486,-,-
2730,https://www.coursera.org/learn/ibm-ai-workflow-business-priorities-data-ingestion, AI Workflow: Business Priorities and Data Ingestion,IBM,"4.3","147 ","5,806","100% online",Intermediate Level,Approx. 7 hours to complete,English, English,6486,-,-
2731,https://www.coursera.org/learn/ibm-ai-workflow-data-analysis-hypothesis-testing, AI Workflow: Data Analysis and Hypothesis Testing,IBM,"4.2","97 ","3,486","100% online",Advanced Level,Approx. 10 hours to complete,English, English,6486,-,-
2732,https://www.coursera.org/learn/ibm-ai-workflow-feature-engineering-bias-detection, AI Workflow: Feature Engineering and Bias Detection,IBM,"4.3","66 ","3,518","100% online",Advanced Level,Approx. 12 hours to complete,English, English,6486,-,-
2733,https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-model-deployment, AI Workflow: Enterprise Model Deployment,IBM,"4.2","48 ","2,981","100% online",Advanced Level,Approx. 9 hours to complete,English, English,6486,-,-
2734,https://www.coursera.org/learn/ibm-ai-workflow-machine-learning-vr-nlp,"AI Workflow: Machine Learning, Visual Recognition and NLP",IBM,"4.4","67 ","3,959","100% online",Advanced Level,Approx. 13 hours to complete,English, English,6486,-,-
2735,https://www.coursera.org/learn/ibm-building-cloud-native-and-multicloud,Building Cloud Native and Multicloud,IBM,"4.9","10 ","2,318","100% online",Beginner Level,Approx. 12 hours to complete,English, English,2381,-,-
2736,https://www.coursera.org/learn/ibm-cloud-essentials,IBM Cloud Essentials,IBM,"4.7","37 ","5,415","100% online",Beginner Level,Approx. 13 hours to complete,English, English,2368,-,-
2737,https://www.coursera.org/learn/ibm-cloud-native-full-stack-development-capstone,Full Stack Cloud Development Capstone Project,IBM,"4.4","65 ","13,025","100% online",Intermediate Level,Approx. 16 hours to complete,English, English,4001,-,-
2738,https://www.coursera.org/learn/ibm-cobol-basics,IBM COBOL Basics,IBM,"4.7","33 ","2,066","100% online",Beginner Level,Approx. 13 hours to complete,English, English,4001,-,-
2739,https://www.coursera.org/learn/ibm-cobol-core,IBM COBOL Core,IBM,"4.4","18 ","6,932","100% online",Beginner Level,Approx. 10 hours to complete,English, English,4001,-,-
2740,https://www.coursera.org/learn/ibm-containers-docker-kubernetes-openshift,"Introduction to Containers w/ Docker, Kubernetes & OpenShift",IBM,"4.4","522 ","57,301","100% online",Intermediate Level,Approx. 13 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",0,-,-
2741,https://www.coursera.org/learn/ibm-cyber-threat-intelligence,Cyber Threat Intelligence,IBM,"4.7","1,385 ","43,670","100% online",Beginner Level,Approx. 25 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",0,-,-
2742,https://www.coursera.org/learn/ibm-cybersecurity-analyst-assessment,IBM Cybersecurity Analyst Assessment,IBM,"4.8","890 ","22,534","100% online",Intermediate Level,Approx. 4 hours to complete,English, English,0,-,-
2743,https://www.coursera.org/learn/ibm-cybersecurity-breach-case-studies,Cybersecurity Capstone: Breach Response Case Studies,IBM,"4.8","1,221 ","34,439","100% online",Beginner Level,Approx. 15 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",0,-,-
2744,https://www.coursera.org/learn/ibm-data-analyst-capstone-project,IBM Data Analyst Capstone Project,IBM,"4.6","838 ","34,497","100% online",Intermediate Level,Approx. 20 hours to complete,English, English,3184,-,-
2745,https://www.coursera.org/learn/ibm-data-ops-methodology,DataOps Methodology,IBM,"4.7","35 ","2,182","100% online",Beginner Level,Approx. 10 hours to complete,English, English,2368,-,-
2746,https://www.coursera.org/learn/ibm-data-privacy,IBM Data Privacy for Information Architecture,IBM,"4.6","43 ","2,503","100% online",NA,Approx. 10 hours to complete,English," English, Arabic",2368,-,-
2747,https://www.coursera.org/learn/ibm-data-topology,IBM Data Topology,IBM,"4.8","25 ","2,713","100% online",Intermediate Level,Approx. 5 hours to complete,English, English,3184,-,-
2748,https://www.coursera.org/learn/ibm-penetration-testing-incident-response-forensics,"Penetration Testing, Incident Response and Forensics",IBM,"4.6","1,988 ","61,177","100% online",Beginner Level,Approx. 15 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",0,-,-
2749,https://www.coursera.org/learn/ibm-project-management-capstone,Project Management Capstone,IBM,NA,NA,"1,697,688","100% online",Beginner Level,Beginner Level,English, English,0,-,Coursera Labs
2750,https://www.coursera.org/learn/ibm-rapid-prototyping-watson-studio-autoai,Machine Learning Rapid Prototyping with IBM Watson Studio,IBM,NA,NA,"54,955","100% online",Intermediate Level,Approx. 8 hours to complete,English, English,2368,-,-
2751,https://www.coursera.org/learn/icahn-school-of-medicine-at-mount-sinai-acute-and-chronic-rhinosinusitis, Acute and Chronic Rhinosinusitis: A Comprehensive Review,Icahn School of Medicine at Mount Sinai,"4.8","654 ","19,480","100% online",NA,Approx. 4 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",4023,Course 2 of 3,-
2752,https://www.coursera.org/learn/icp,Implementing Connected Planning,Anaplan,NA,NA,"1,485","100% online",Beginner Level,Approx. 15 hours to complete,English, English,3184,Course 3 of 4,-
2753,https://www.coursera.org/learn/ict-primary-education,ICT in Primary Education: Transforming children's learning across the curriculum,University of London,"4.6","149 ","15,791","100% online",Beginner Level,Approx. 19 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2368,-,-
2754,https://www.coursera.org/learn/ictus-agudo-escala-race, Atención prehospitalaria del ictus agudo y selección de pacientes para tratamiento endovascular con la escala RACE,NA,"4.9","243 ","4,536","100% online",Intermediate Level,Approx. 13 hours to complete,Spanish, Spanish,2381,-,-
2755,https://www.coursera.org/learn/ideal-gases,Ideal Gases,University of Colorado Boulder,"4.5","135 ","5,642","100% online",Advanced Level,Approx. 5 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",4001,-,-
2756,https://www.coursera.org/learn/ideas,Art & Ideas: Teaching with Themes,The Museum of Modern Art,"4.8","437 ","51,255","100% online",NA,Approx. 12 hours to complete,English," French, Portuguese (European), Italian, German, Russian, Turkish, English, Spanish, Hungarian",2381,-,-
2757,https://www.coursera.org/learn/identifying-attracting-and-growing-your-digital-audience,"Identifying, Attracting, and Growing Your Digital Audience","University of California, Irvine","4.7","209 ","7,857","100% online",Beginner Level,Approx. 13 hours to complete,English," English, Vietnamese, Javanese",3184,-,-
2758,https://www.coursera.org/learn/identifying-right-datascience-ai-role,Identifying the Right Role for Yourself,"University of California, Irvine",NA,NA,"3,621","100% online",Beginner Level,Approx. 9 hours to complete,English, English,4001,Course 1 of 3,-
2759,https://www.coursera.org/learn/identifying-security-vulnerabilities,Identifying Security Vulnerabilities,"University of California, Davis","4.7","159 ","11,899","100% online",Intermediate Level,Approx. 13 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",3184,-,-
2760,https://www.coursera.org/learn/identifying-security-vulnerabilities-c-programming,Identifying Security Vulnerabilities in C/C++Programming,"University of California, Davis","4.6","77 ","7,899","100% online",Intermediate Level,Approx. 22 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",3184,-,-
2761,https://www.coursera.org/learn/ielts-listening-speaking,IELTS Listening and Speaking Sections Skills Mastery,"University of California, Irvine","4.5","383 ","35,050","100% online",Beginner Level,Approx. 6 hours to complete,English, English,3184,-,-
2762,https://www.coursera.org/learn/ielts-reading-section-skills-mastery,IELTS Reading Section Skills Mastery,"University of California, Irvine","4.6","262 ","21,599","100% online",Beginner Level,Approx. 5 hours to complete,English, English,3184,-,-
2763,https://www.coursera.org/learn/ielts-writing,IELTS Writing Section Skills Mastery,"University of California, Irvine","4.7","823 ","66,104","100% online",Beginner Level,Approx. 6 hours to complete,English, English,3184,-,-
2764,https://www.coursera.org/learn/iglus,Innovative Governance of Large Urban Systems,École Polytechnique Fédérale de Lausanne,"4.7","169 ","4,935","100% online",Intermediate Level,Approx. 16 hours to complete,English," French, Portuguese (European), Russian, English, Spanish",2368,-,-
2792,https://www.coursera.org/learn/importance-power-music-our-society,The Importance and Power of Music in our Society,Universiteit Leiden,"4.6","60 ","12,097","100% online",Beginner Level,Approx. 19 hours to complete,English, English,2368,-,-
2765,https://www.coursera.org/learn/ignite-creativity,Ignite Your Everyday Creativity,The State University of New York,"4.4","295 ","81,850","100% online",NA,Approx. 18 hours to complete,English," Arabic, French, Ukrainian, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
2766,https://www.coursera.org/learn/iitr-pgc5giot-mining-of-smart-city-data-opportunities-and-challenges,Data Mining for Smart Cities,IIT Roorkee,NA,NA,"78","100% online",Beginner Level,Approx. 62 hours to complete,English, English,0,-,Coursera Labs
2767,https://www.coursera.org/learn/image-making,Introduction to Imagemaking,California Institute of the Arts,"4.5","2,717 ","108,654","100% online",Beginner Level,Approx. 11 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
2768,https://www.coursera.org/learn/image-processing,Image and Video Processing: From Mars to Hollywood with a Stop at the Hospital,Duke University,"4.7","1,077 ","61,058","100% online",NA,Approx. 21 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
2769,https://www.coursera.org/learn/image-segmentation,"Image Segmentation, Filtering, and Region Analysis",MathWorks,"4.9","22 ","2,487","100% online",Beginner Level,Approx. 10 hours to complete,English, English,3184,-,-
2770,https://www.coursera.org/learn/image-understanding-tensorflow-gcp,Computer Vision Fundamentals with Google Cloud,Google Cloud,"4.6","523 ","14,843","100% online",Advanced Level,Approx. 18 hours to complete,English, English,4023,-,-
2771,https://www.coursera.org/learn/immunology-adaptive-immune-system,Immunology: Adaptive Immune System,Imperial College London,NA,NA,"2,361","100% online",Intermediate Level,Approx. 8 hours to complete,English, English,4001,Course 2 of 5,-
2772,https://www.coursera.org/learn/immunology-autoimmunity-allergy-and-transplants,"Immunology: Autoimmunity, Allergy, and Transplants",Imperial College London,NA,NA,"2,361","100% online",Intermediate Level,Approx. 7 hours to complete,English, English,4001,Course 3 of 5,-
2773,https://www.coursera.org/learn/immunology-friendlyfire,Fundamentals of Immunology: Death by Friendly Fire,Rice University,"4.8","308 ","16,423","100% online",Intermediate Level,Approx. 27 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
2774,https://www.coursera.org/learn/immunology-immune-failures-and-cancer-immunology,Immunology: Immune Failures and Cancer Immunology,Imperial College London,"4.5","13 ","2,361","100% online",Intermediate Level,Approx. 6 hours to complete,English, English,4001,-,-
2775,https://www.coursera.org/learn/immunology-immune-system-and-infectious-diseases,Immunology: Immune System and Infectious Diseases,Imperial College London,NA,NA,"2,361","100% online",Intermediate Level,Approx. 10 hours to complete,English, English,4001,Course 4 of 5,-
2776,https://www.coursera.org/learn/immunology-innate-immune-system,Immunology: Innate Immune System,Imperial College London,"4.8","16 ","2,361","100% online",Intermediate Level,Approx. 7 hours to complete,English, English,4001,-,-
2777,https://www.coursera.org/learn/immunologyfundamentalsimmunitybcells,Fundamentals of Immunology: Innate Immunity and B-Cell Function,Rice University,"4.7","1,683 ","65,034","100% online",Intermediate Level,Approx. 16 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
2778,https://www.coursera.org/learn/immunologyfundamentalstcellssignaling,Fundamentals of Immunology: T Cells and Signaling,Rice University,"4.8","467 ","22,462","100% online",Intermediate Level,Approx. 26 hours to complete,English," Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",4001,-,-
2779,https://www.coursera.org/learn/impact-for-sdgs,Impact Measurement & Management for the SDGs,Duke University,"4.8","429 ","20,596","100% online",NA,Approx. 9 hours to complete,English, English,2368,-,-
2780,https://www.coursera.org/learn/impact-investing-etre-acteur,L'investissement à impact : lever ou investir des fonds,ESSEC Business School,"4.6","103 ","3,353","100% online",Intermediate Level,Approx. 9 hours to complete,French, French,3184,-,-
2781,https://www.coursera.org/learn/impact-of-technology,The Impact of Technology,EIT Digital,"4.5","107 ","15,842","100% online",Intermediate Level,Approx. 23 hours to complete,English," French, Portuguese (European), Korean, Russian, English, Spanish",4001,-,-
2782,https://www.coursera.org/learn/impactinvestinginnover,L'investissement à impact : les nouvelles frontières,ESSEC Business School,"4.7","76 ","2,762","100% online",NA,Approx. 10 hours to complete,French, French,3184,Course 3 of 4,-
2783,https://www.coursera.org/learn/impacto-datos-masivos,Big Data: el impacto de los datos masivos en la sociedad actual,Universitat Autònoma de Barcelona,"4.7","2,124 ","35,950","100% online",Beginner Level,Approx. 7 hours to complete,Spanish, Spanish,3202,-,-
2784,https://www.coursera.org/learn/implant-dentistry,Implant Dentistry,The University of Hong Kong,"4.8","1,417 ","52,119","100% online",NA,Approx. 27 hours to complete,English," Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, German, Russian, English, Spanish",2368,-,-
2785,https://www.coursera.org/learn/implement-polyglot-persistence-using-sql-and-nosql-databases,Implement Polyglot Persistence Using SQL and NoSQL Databases,NIIT,NA,NA,"13,561","100% online",Intermediate Level,Approx. 12 hours to complete,English, English,6451,Course 3 of 5,-
2786,https://www.coursera.org/learn/implementacin-de-actividades-phet-para-la-educacin-stem,Implementación de Actividades PhET para la Educación STEM,University of Colorado Boulder,NA,NA,"2,152","100% online",Intermediate Level,Approx. 11 hours to complete,Spanish, Spanish,6451,Course 3 of 3,-
2787,https://www.coursera.org/learn/implementation-of-phet-activities-for-stem-education,Implementation of PhET Activities for STEM Education,University of Colorado Boulder,NA,NA,"1,290","100% online",Intermediate Level,Approx. 12 hours to complete,English, English,6451,Course 3 of 3,-
